condition,study,contrast,tissue,light,pathway_id,pathway_name,source,n_panel_genes,n_measured,mean_log2fc,mean_abs_log2fc,singscore,frac_up,frac_dn,sign_consistency,n_measured_w_padj,n_padj_lt_05,frac_padj_lt_05
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.2295287084797238,0.4780779875683927,-0.0253436426116838,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.7214988133535079,0.7510990459310186,0.1237113402061855,0.6,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.7804057478150207,0.8297394687775387,0.1348797250859106,0.6666666666666666,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.069355908678897,0.4569404601008158,-0.1549255441008018,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.0265749207197597,0.4470918111819818,-0.1760309278350515,0.2,0.1,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.7452387528652519,0.7699056133465106,0.1318728522336769,0.6666666666666666,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_96h,shoot,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ABA_biosynthesis,ABA_biosynthesis,Curated,8,7,0.5616739769915008,0.7780112996369838,0.1466994077711974,0.2857142857142857,0.1428571428571428,0.6666666666666666,5.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ABA_signaling,ABA_signaling,Curated,16,15,0.8069615271798469,0.9355167434592094,0.1801145938658577,0.5333333333333333,0.0666666666666666,0.8888888888888888,14.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,3,1.2633142289079726,2.006955634346968,-0.0609774182676103,0.3333333333333333,0.3333333333333333,0.5,2.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,3,-0.3689469267213958,0.3689469267213958,-0.22948432760364,0.0,0.3333333333333333,1.0,3.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,6,-0.3082303949605151,0.5007253205589802,-0.1827805864509605,0.1666666666666666,0.5,0.75,5.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Circadian_core,Circadian_core,User_core,14,14,0.2490305067373463,1.3106634279830216,0.0700505561172901,0.4285714285714285,0.1428571428571428,0.75,14.0,3.0,0.21428571428571427
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,GA_biosynthesis,GA_biosynthesis,Curated,17,13,0.4361883701838289,1.0154118847539442,0.0886863187368748,0.3846153846153846,0.1538461538461538,0.7142857142857143,11.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,GA_core_NMF,GA_core_NMF,User_core,3,3,0.1242197828657376,0.9951176730943044,0.0726120660599932,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,GA_signaling,GA_signaling,Curated,10,10,-0.1348079744075339,0.2490879293490303,-0.1021516683518706,0.0,0.1,1.0,10.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Gravitropism,Gravitropism,Curated,9,8,-0.0121108254067071,0.3705429682339957,-0.0378665318503538,0.25,0.25,0.5,8.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,5,-0.034615178580406,0.5109336137144809,-0.0499696663296258,0.2,0.2,0.5,4.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,4,0.0020671379557669,2.612549929165028,-0.0301314459049545,0.25,0.25,0.5,2.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Hub_transporter_core,Hub_transporter_core,User_core,5,4,0.4962441957521536,0.7176062285200293,0.0820121334681496,0.25,0.0,1.0,3.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Photoreceptors,Photoreceptors,Curated,10,10,0.0849774316629289,0.4639288356497876,-0.0706167846309403,0.1,0.2,0.6666666666666666,10.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.650681632296942,1.4136485527349911,0.217108190091001,0.5555555555555556,0.1111111111111111,0.8333333333333334,7.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ROS_scavenging,ROS_scavenging,Curated,24,22,0.3431903658598697,0.939380330701164,0.0909697582498391,0.3636363636363636,0.0909090909090909,0.8,20.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,7,4.235409662055896,4.455709950285387,0.3109230102556695,0.7142857142857143,0.1428571428571428,0.8333333333333334,5.0,1.0,0.2
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath00195,Photosynthesis,KEGG,46,46,1.3753214910535452,1.8613603693985183,0.181786169604783,0.6086956521739131,0.1521739130434782,0.8,41.0,1.0,0.024390243902439025
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath00196,Photosynthesis - antenna proteins,KEGG,22,20,0.4266247761753337,1.5128475674464417,0.1169362992922143,0.5,0.2,0.7142857142857143,19.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,78,-0.082801928231916,0.6045291653373646,-0.0029371807834901,0.1923076923076923,0.1923076923076923,0.5,72.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,70,0.262833957935786,0.8463531944804994,0.0833121479127545,0.2571428571428571,0.1285714285714285,0.6666666666666666,64.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,19,0.4245827603488251,1.1541941114392618,0.0500601351710925,0.4210526315789473,0.2105263157894736,0.6666666666666666,15.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath00966,Glucosinolate biosynthesis,KEGG,26,23,-0.5399347421457457,1.482651412345544,-0.1329071965533916,0.1304347826086956,0.391304347826087,0.75,22.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath03410,Base excision repair,KEGG,50,50,-0.1256805411371936,0.3037511365000658,-0.0817524772497472,0.04,0.16,0.8,48.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath03420,Nucleotide excision repair,KEGG,85,81,-0.0493325406430914,0.3311782429263813,-0.0760683568637731,0.0617283950617283,0.074074074074074,0.5454545454545454,75.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath03430,Mismatch repair,KEGG,32,32,-0.1976481045756513,0.2582437867259142,-0.1406572295247725,0.0,0.15625,1.0,32.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath03440,Homologous recombination,KEGG,60,57,-0.2236795949588752,0.2959943058563215,-0.1458215812534369,0.0,0.175438596491228,1.0,56.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath03450,Non-homologous end-joining,KEGG,8,8,-0.3645965847188134,0.4269985395407831,-0.2084175935288169,0.0,0.375,1.0,8.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath03460,Fanconi anemia pathway,KEGG,46,45,-0.3290698737019628,0.4018711604351409,-0.1974034378159757,0.0,0.3111111111111111,1.0,44.0,0.0,0.0
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath04075,Plant hormone signal transduction,KEGG,433,369,0.313910748685526,0.866102204058213,0.0205639267717247,0.2710027100271002,0.1815718157181571,0.5988023952095808,310.0,3.0,0.00967741935483871
OSD-120|FLT_vs_GC_Dark|root_tip|dark,OSD-120,FLT_vs_GC_Dark,root_tip,dark,ath04712,Circadian rhythm - plant,KEGG,43,42,0.1024199181263117,0.9320695441215648,-0.045707544898647,0.1904761904761904,0.2142857142857142,0.5294117647058824,40.0,3.0,0.075
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,7,0.0429426786857548,0.6613109181548709,0.0396071067456304,0.1428571428571428,0.1428571428571428,0.5,4.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ABA_signaling,ABA_signaling,Curated,16,15,0.2266407740185884,0.6604389858218364,0.1035726322885069,0.3333333333333333,0.1333333333333333,0.7142857142857143,14.0,1.0,0.07142857142857142
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,3,-0.7510589394356759,1.4462494897622105,0.0356589147286821,0.3333333333333333,0.3333333333333333,0.5,2.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,3,0.0415351031055082,0.0784224743560238,0.0313178294573643,0.0,0.0,,3.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,6,-0.6123392460656875,1.0782570889142984,-0.023700707785642,0.1666666666666666,0.1666666666666666,0.5,5.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Circadian_core,Circadian_core,User_core,14,14,-0.28838809329681,1.2478510249204948,0.091581684240936,0.2857142857142857,0.1428571428571428,0.6666666666666666,14.0,4.0,0.2857142857142857
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,GA_biosynthesis,GA_biosynthesis,Curated,17,13,0.1858909038096028,1.1856722913123676,0.0572295247724974,0.5384615384615384,0.3076923076923077,0.6363636363636364,8.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,GA_core_NMF,GA_core_NMF,User_core,3,3,-0.2066288760817233,0.66598008497599,-0.071762723289518,0.3333333333333333,0.3333333333333333,0.5,2.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,GA_signaling,GA_signaling,Curated,10,10,0.1785355968567225,0.2478850886073554,0.1137310414560161,0.1,0.0,1.0,10.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Gravitropism,Gravitropism,Curated,9,8,0.0016346597171211,0.2968843348652831,0.0118806875631951,0.125,0.125,0.5,8.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,5,0.3540590186404736,0.3540590186404736,0.2028675429726997,0.2,0.0,1.0,4.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,4,-0.2771257801060507,0.8487732535767243,0.0174772497472194,0.25,0.25,0.5,2.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Hub_transporter_core,Hub_transporter_core,User_core,5,4,-0.0494819403457722,0.8587979105294128,0.1077957532861476,0.25,0.25,0.5,3.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Photoreceptors,Photoreceptors,Curated,10,10,0.1422012427332857,0.4017017942639918,0.0958827098078867,0.2,0.1,0.6666666666666666,10.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,-0.350440805471594,0.7328264901553359,-0.0590203347938433,0.2222222222222222,0.3333333333333333,0.6,7.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ROS_scavenging,ROS_scavenging,Curated,24,22,-0.0163247842389124,0.6090588348766439,0.0364436069491681,0.1818181818181818,0.2272727272727272,0.5555555555555556,20.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,7,0.870722543453507,1.704046861011158,0.1716654629495883,0.4285714285714285,0.1428571428571428,0.75,5.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath00195,Photosynthesis,KEGG,46,46,-1.5196339401118342,1.728751454559967,-0.3016582406471183,0.0652173913043478,0.7391304347826086,0.918918918918919,34.0,2.0,0.058823529411764705
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,20,-1.776514714397918,2.146640844002833,-0.2711162790697674,0.1,0.65,0.8666666666666667,16.0,2.0,0.125
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,78,-0.3525689528745502,0.8198793239960712,-0.0103588188016903,0.1538461538461538,0.2051282051282051,0.5714285714285714,70.0,3.0,0.04285714285714286
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,70,-0.4601310062740339,0.9430671034634884,-0.0259225769175212,0.1571428571428571,0.2285714285714285,0.5925925925925926,58.0,3.0,0.05172413793103448
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,19,0.0736537710327592,1.1556967397711149,0.0702964184982172,0.4210526315789473,0.2631578947368421,0.6153846153846154,13.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath00966,Glucosinolate biosynthesis,KEGG,26,23,0.7042120063921607,0.7764493041526875,0.2091739570053193,0.4347826086956521,0.0,1.0,22.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath03410,Base excision repair,KEGG,50,50,-0.1522279412059324,0.3565101284866644,-0.0430697674418604,0.06,0.12,0.6666666666666666,48.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath03420,Nucleotide excision repair,KEGG,85,81,-0.1711652369734684,0.4439043559906257,-0.0566812717672172,0.074074074074074,0.2222222222222222,0.75,74.0,2.0,0.02702702702702703
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath03430,Mismatch repair,KEGG,32,32,0.0366964974699326,0.2808107991681864,0.0245955510616784,0.0625,0.09375,0.6,32.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath03440,Homologous recombination,KEGG,60,57,0.0788483406571837,0.3226391980971412,0.0482255689780568,0.1403508771929824,0.087719298245614,0.6153846153846154,56.0,2.0,0.03571428571428571
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath03450,Non-homologous end-joining,KEGG,8,8,-0.0151925968243005,0.1834609870725341,-0.012896865520728,0.0,0.0,,8.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath03460,Fanconi anemia pathway,KEGG,46,45,0.0366297045267562,0.3038066402878627,0.0243608583305246,0.0888888888888888,0.0888888888888888,0.5,44.0,0.0,0.0
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath04075,Plant hormone signal transduction,KEGG,433,369,-0.0877271555739747,0.7851055866934455,0.0067323211149199,0.2195121951219512,0.2466124661246612,0.5290697674418605,304.0,12.0,0.039473684210526314
OSD-120|FLT_vs_GC_Light|root_tip|light,OSD-120,FLT_vs_GC_Light,root_tip,light,ath04712,Circadian rhythm - plant,KEGG,43,42,-0.5722423048964977,1.159736253924235,-0.0336896335885213,0.1666666666666666,0.238095238095238,0.5882352941176471,40.0,6.0,0.15
OSD-658|GCR_40cGy_vs_NoRad|whole_seedling|16h_8h_photoperiod_300umol,OSD-658,GCR_40cGy_vs_NoRad,whole_seedling,16h_8h_photoperiod_300umol,ABA_biosynthesis,ABA_biosynthesis,Curated,8,7,0.0023385412744881,0.3992379657546734,0.0943760225706298,0.1428571428571428,0.1428571428571428,0.5,5.0,0.0,0.0
OSD-658|GCR_40cGy_vs_NoRad|whole_seedling|16h_8h_photoperiod_300umol,OSD-658,GCR_40cGy_vs_NoRad,whole_seedling,16h_8h_photoperiod_300umol,ABA_signaling,ABA_signaling,Curated,16,14,0.0286856430800214,0.1649805365809004,0.0940153047421512,0.0714285714285714,0.0714285714285714,0.5,12.0,0.0,0.0
OSD-658|GCR_40cGy_vs_NoRad|whole_seedling|16h_8h_photoperiod_300umol,OSD-658,GCR_40cGy_vs_NoRad,whole_seedling,16h_8h_photoperiod_300umol,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,2,,,,,,,2.0,0.0,0.0
OSD-658|GCR_40cGy_vs_NoRad|whole_seedling|16h_8h_photoperiod_300umol,OSD-658,GCR_40cGy_vs_NoRad,whole_seedling,16h_8h_photoperiod_300umol,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,3,-0.1399892621149906,0.1399892621149906,-0.2111927736195028,0.0,0.0,,3.0,0.0,0.0
